Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,199.339996,202.25,198.279999,199.899994,199.899994,3553800
2/2/18,199.25,199.300003,193.440002,193.970001,193.970001,6179000
2/5/18,190.070007,194.300003,180.380005,183.110001,183.110001,10618500
2/6/18,178.619995,191.960007,175.419998,191.039993,191.039993,11682700
2/7/18,190.729996,194.520004,189.720001,191.289993,191.289993,6016800
2/8/18,191.139999,191.139999,180.929993,181.220001,181.220001,7241800
2/9/18,183.25,186,175.789993,184.119995,184.119995,9059200
2/12/18,186.550003,187.009995,183.410004,184.059998,184.059998,6783700
2/13/18,183.229996,183.990005,180.889999,183.720001,183.720001,4273800
2/14/18,181.880005,185.059998,181.050003,184.690002,184.690002,6767000
2/15/18,186.740005,187.190002,183.259995,185.270004,185.270004,5113300
2/16/18,185.059998,187.990005,184.860001,186.970001,186.970001,7619200
2/20/18,189.899994,191.440002,186.309998,186.710007,186.710007,8922100
2/21/18,187.210007,187.979996,182.860001,183.059998,183.059998,7527200
2/22/18,183.720001,186.220001,182.910004,185.470001,185.470001,5653900
2/23/18,186.199997,188.410004,185.619995,188.350006,188.350006,4315400
2/26/18,189.169998,189.789993,187.860001,188.460007,188.460007,4648000
2/27/18,188.869995,189.25,184.960007,184.979996,184.979996,4618800
2/28/18,184.410004,186.649994,182.270004,182.270004,182.270004,6419900
