Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,47.41,47.73,47.110001,47.450001,47.450001,10279400
2/2/18,47.349998,47.41,46.630001,46.73,46.73,12912300
2/5/18,46.650002,46.919998,44.41,44.889999,44.889999,23261500
2/6/18,43.869999,44.740002,43.439999,44.669998,44.669998,25184300
2/7/18,44.580002,45.5,44.279999,44.560001,44.560001,18041600
2/8/18,44.619999,44.619999,43.07,43.099998,43.099998,23295300
2/9/18,43.360001,43.459999,42.189999,43.130001,43.130001,22853100
2/12/18,43.560001,44.23,43.369999,43.970001,43.970001,14689000
2/13/18,43.919998,44.41,43.689999,44.189999,44.189999,13163200
2/14/18,44.02,44.189999,43.630001,44.099998,44.099998,13457900
2/15/18,44.25,44.830002,44.119999,44.779999,44.779999,13467300
2/16/18,45.57,45.639999,44.720001,44.98,44.98,17202300
2/20/18,44.75,44.830002,43.939999,43.990002,43.990002,14137300
2/21/18,44.110001,44.259998,43.330002,43.34,43.34,12792900
2/22/18,43.43,43.82,43.220001,43.52,43.52,12377800
2/23/18,43.580002,44.060001,43.419998,44.040001,44.040001,8277200
2/26/18,44.23,44.389999,43.810001,44.029999,44.029999,12713300
2/27/18,44.150002,44.310001,43.619999,43.619999,43.619999,12774400
2/28/18,43.830002,43.91,43.220001,43.220001,43.220001,11929400
