Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,86.150002,86.5,85.559998,85.849998,85.849998,8606300
2/2/18,85.559998,85.610001,84.209999,84.25,84.25,12846300
2/5/18,83.989998,84.370003,80.099998,81.059998,81.059998,17462200
2/6/18,80.529999,82.449997,80.120003,82.379997,82.379997,19955500
2/7/18,82.300003,83.389999,81.82,81.839996,81.839996,11851800
2/8/18,82.029999,82.220001,80.150002,80.220001,80.220001,14596100
2/9/18,80.980003,81.029999,78.589996,79.919998,79.919998,18838800
2/12/18,80.610001,81.669998,80.580002,81.330002,81.330002,10769000
2/13/18,81.150002,81.830002,80.910004,81.5,81.5,9278700
2/14/18,81.059998,81.260002,80.269997,80.68,80.68,9412000
2/15/18,80.970001,82.410004,80.5,82.410004,82.410004,8910700
2/16/18,82.209999,83.25,82.129997,82.599998,82.599998,10371700
2/20/18,82.190002,82.220001,81.07,81.339996,81.339996,7087700
2/21/18,81.309998,81.809998,80.190002,80.239998,80.239998,9134500
2/22/18,80.470001,81.279999,80.169998,80.839996,80.839996,10277700
2/23/18,81.010002,81.120003,80.480003,81.050003,81.050003,10321800
2/26/18,81.449997,81.690002,81.050003,81.629997,81.629997,9422200
2/27/18,81.889999,82,80.510002,80.540001,80.540001,8919600
2/28/18,80.68,80.790001,78.5,78.519997,78.519997,16862000
