Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,87.5,89.25,87.349998,89.07,88.168411,17971000
2/2/18,85.129997,86.010002,83,84.529999,83.674362,29822100
2/5/18,83.279999,83.989998,78.129997,79.720001,78.913055,30452700
2/6/18,78.510002,80.349998,76.900002,78.349998,77.556923,36262800
2/7/18,78.440002,79.410004,76.919998,76.940002,76.161194,21994500
2/8/18,77.440002,77.580002,76.029999,76.07,75.300003,25650800
2/9/18,76.25,76.480003,73.900002,75.779999,75.779999,29491600
2/12/18,77.050003,77.620003,75.839996,76.419998,76.419998,19340400
2/13/18,76.099998,76.75,75.730003,76.300003,76.300003,11926600
2/14/18,75.790001,76.660004,75.169998,76.459999,76.459999,17188400
2/15/18,76.620003,76.699997,75.449997,76.209999,76.209999,14432400
2/16/18,76.150002,77.120003,75.849998,76.540001,76.540001,13722400
2/20/18,76.470001,77.470001,75.459999,75.75,75.75,13387300
2/21/18,75.82,76.440002,74.870003,74.889999,74.889999,11715000
2/22/18,75.300003,76.839996,75.190002,75.860001,75.860001,14020200
2/23/18,76.089996,77.620003,75.949997,77.529999,77.529999,13378800
2/26/18,77.739998,78.93,77.559998,78.839996,78.839996,16940400
2/27/18,79,79.870003,77.5,77.5,77.5,14629500
2/28/18,78.160004,78.25,75.699997,75.739998,75.739998,17087800
