Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,105.959999,106.559998,105.18,105.519997,105.519997,6386800
2/2/18,105.150002,106.470001,104.150002,104.480003,104.480003,9253100
2/5/18,103.400002,104.610001,97.089996,100.089996,100.089996,12561600
2/6/18,97.639999,101.080002,97.25,100.900002,100.900002,16413800
2/7/18,100.5,104.589996,100.010002,102.849998,102.849998,11165200
2/8/18,103.230003,103.480003,100,100.019997,100.019997,13975100
2/9/18,100.529999,101.099998,96.43,99.370003,99.370003,14184600
2/12/18,100.129997,100.449997,98.800003,99.550003,99.550003,9135100
2/13/18,99.330002,101.220001,99.330002,100.980003,100.980003,6622800
2/14/18,100.860001,102.25,100.209999,101.699997,101.699997,7307600
2/15/18,102.550003,103.639999,101.830002,103.230003,103.230003,7494900
2/16/18,103.089996,104.940002,101.980003,104.779999,104.779999,16064300
2/20/18,96.989998,97.940002,94.099998,94.110001,94.110001,52088500
2/21/18,95.110001,95.339996,91.239998,91.519997,91.519997,49503700
2/22/18,91.43,93.389999,91.309998,92.769997,92.769997,20365000
2/23/18,92.879997,93.489998,91.760002,92.889999,92.889999,12791500
2/26/18,92.900002,93.800003,92.220001,93.120003,93.120003,14699300
2/27/18,93.629997,93.720001,91.510002,91.519997,91.519997,13376100
2/28/18,92,92.099998,90,90.010002,90.010002,14143700
