Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,47.700001,48.470001,47.450001,47.650002,47.328911,28840400
2/2/18,47.32,47.790001,46.099998,46.150002,45.839016,28663000
2/5/18,46.349998,47.259998,44.5,44.52,44.220001,47869000
2/6/18,44.02,44.93,43.029999,44.91,44.91,58145400
2/7/18,44.580002,46.299999,44.34,45.200001,45.200001,37508400
2/8/18,45.279999,45.419998,42.740002,42.75,42.75,43151300
2/9/18,43.5,44.279999,42.040001,43.950001,43.950001,49301100
2/12/18,44.150002,45.16,44.09,44.830002,44.830002,28379500
2/13/18,44.59,44.779999,44.259998,44.459999,44.459999,19517600
2/14/18,44.07,45.509998,44.040001,45.380001,45.380001,19922000
2/15/18,45.880001,45.990002,44.950001,45.919998,45.919998,23536800
2/16/18,45.82,46.59,45.509998,45.560001,45.560001,21475200
2/20/18,45.459999,46.709999,45.389999,46.32,46.32,25512000
2/21/18,46.669998,47.060001,45.919998,45.939999,45.939999,27527500
2/22/18,46.139999,46.560001,45.619999,45.799999,45.799999,16946400
2/23/18,46.34,47.790001,46.310001,47.73,47.73,26040900
2/26/18,48.200001,49.130001,48.099998,49.110001,49.110001,26992300
2/27/18,49.369999,50.900002,49.310001,49.91,49.91,43624100
2/28/18,50.18,50.34,49.279999,49.290001,49.290001,35541200
