Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,59.169998,60.34,59.07,59.860001,59.860001,13368000
2/2/18,59.41,59.970001,58.279999,58.560001,58.560001,12264100
2/5/18,58.27,58.950001,55.82,56.400002,56.400002,19605700
2/6/18,55.139999,56.77,54.330002,55.459999,55.459999,31006200
2/7/18,55.169998,56.709999,55.09,55.880001,55.880001,13692500
2/8/18,56.040001,56.459999,54.709999,54.73,54.73,20870000
2/9/18,55.150002,55.41,53.360001,54.869999,54.869999,18580500
2/12/18,55.349998,55.889999,54.959999,55.43,55.43,12652200
2/13/18,55.23,55.369999,54.77,54.900002,54.900002,17039400
2/14/18,54.310001,55.099998,54.220001,54.900002,54.900002,11446700
2/15/18,55.43,55.990002,54.830002,55.990002,55.990002,10099900
2/16/18,55.970001,56.990002,55.919998,56.290001,56.290001,11731300
2/20/18,56.119999,56.139999,54.950001,54.98,54.98,13467000
2/21/18,55.029999,55.439999,54.549999,54.549999,54.549999,10729900
2/22/18,54.599998,55.07,54.419998,54.57,54.57,10815800
2/23/18,54.82,55,54.57,54.869999,54.869999,9064100
2/26/18,55,56.189999,55,56.060001,56.060001,12142200
2/27/18,55.91,55.959999,54.700001,54.720001,54.720001,9288600
2/28/18,55.060001,55.169998,54.209999,54.220001,54.220001,11266800
