Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,235.259995,237.820007,233.830002,235.220001,235.220001,4268300
2/2/18,233,236.300003,231.190002,231.880005,231.880005,3959900
2/5/18,230.789993,233.110001,208.479996,220.020004,220.020004,6290000
2/6/18,212.199997,226.509995,210.210007,225.179993,225.179993,7064800
2/7/18,222.330002,229.289993,221.509995,225.820007,225.820007,5589200
2/8/18,225.330002,226.630005,216.259995,216.460007,216.460007,4902400
2/9/18,218,223.279999,212.009995,220.960007,220.960007,6225300
2/12/18,222.440002,228,222.149994,225.690002,225.690002,4912000
2/13/18,223.149994,227.119995,222.389999,226.639999,226.639999,3536800
2/14/18,224.949997,229.339996,223.919998,228.779999,228.779999,2878400
2/15/18,229.270004,230,221.740005,226.020004,226.020004,4662700
2/16/18,225.990005,230.550003,225.699997,229.369995,229.369995,3621700
2/20/18,227.910004,228.75,225.610001,226.660004,226.660004,3172300
2/21/18,226.149994,229.350006,225.110001,225.130005,225.130005,3371900
2/22/18,226.300003,229.839996,225.080002,227.089996,227.089996,2767900
2/23/18,227.899994,230.320007,225.910004,230.160004,230.160004,2393900
2/26/18,231.639999,234.509995,229.699997,234.059998,234.059998,3307000
2/27/18,234.399994,235.889999,232.440002,232.520004,232.520004,2899500
2/28/18,234.419998,234.75,226.089996,226.160004,226.160004,4368600
