Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,163.190002,164.130005,161.899994,162.399994,160.816635,4434200
2/2/18,161.699997,162,158.869995,159.029999,157.479492,5251900
2/5/18,157.889999,158.5,150,152.529999,151.042862,8746600
2/6/18,150.289993,155.490005,149.110001,155.339996,153.82547,9867700
2/7/18,154.169998,155.339996,153.279999,153.850006,152.350006,6149200
2/8/18,152.479996,153.160004,147.5,147.589996,147.589996,6779100
2/9/18,148.600006,150.539993,144.399994,149.509995,149.509995,7828300
2/12/18,150.899994,152.399994,150.300003,151.399994,151.399994,5881400
2/13/18,150.899994,151.179993,149.639999,150.75,150.75,4891000
2/14/18,150.190002,155,150,154.759995,154.759995,5479000
2/15/18,155.5,156.860001,153.699997,156.009995,156.009995,5623600
2/16/18,155.710007,157.789993,155.690002,156.179993,156.179993,4282900
2/20/18,155.789993,155.960007,153.869995,155.160004,155.160004,4489600
2/21/18,155.429993,156.789993,153.899994,153.960007,153.960007,3728600
2/22/18,154.5,155.039993,152.789993,153.179993,153.179993,4024600
2/23/18,154.300003,155.850006,154.070007,155.520004,155.520004,3256100
2/26/18,155.809998,158.880005,155.509995,158.580002,158.580002,3610300
2/27/18,158.460007,159.779999,156.529999,156.550003,156.550003,4237300
2/28/18,157.5,158.139999,155.800003,155.830002,155.830002,3803500
