Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,125.599998,125.629997,124.059998,125.57,124.332306,7844500
2/2/18,123.949997,123.949997,117.639999,118.580002,117.411209,13182600
2/5/18,116.989998,118.300003,108.019997,112.620003,111.509956,15414700
2/6/18,111.199997,117.629997,110.760002,117.18,116.025009,18416300
2/7/18,117.400002,119.269997,115.230003,115.290001,114.153633,11535700
2/8/18,115.169998,115.889999,112.209999,112.300003,111.193108,9927500
2/9/18,113.339996,114.620003,109.5,113.5,112.381279,10922400
2/12/18,114.800003,115.849998,112.910004,113.980003,112.856552,8358200
2/13/18,113.339996,113.610001,111.860001,113.290001,112.173347,7065900
2/14/18,112.5,114.050003,111.400002,113.629997,112.509995,7031900
2/15/18,112.860001,113.019997,110.839996,112.529999,112.529999,5405000
2/16/18,112.349998,112.940002,111.209999,112.139999,112.139999,5950400
2/20/18,112.279999,112.760002,110.580002,110.980003,110.980003,6810900
2/21/18,111.139999,112.059998,109.059998,109.059998,109.059998,6892300
2/22/18,109.550003,111.440002,108.900002,109.889999,109.889999,8176700
2/23/18,110.459999,112.739998,110.25,112.589996,112.589996,6460200
2/26/18,113.18,114.660004,112.849998,114.599998,114.599998,7405800
2/27/18,114.870003,116.050003,113.610001,113.610001,113.610001,6059700
2/28/18,115.019997,115.459999,111.879997,111.919998,111.919998,7441000
