Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,108.620003,110.650002,107.360001,110.489998,110.489998,9518900
2/2/18,109.949997,110.580002,108.449997,108.699997,108.699997,9947700
2/5/18,107.099998,108.629997,104.010002,104.699997,104.699997,15107900
2/6/18,102.879997,106.199997,101.760002,106.169998,106.169998,17765100
2/7/18,107.830002,108.029999,104.410004,104.760002,104.760002,12445000
2/8/18,105.470001,105.82,101.190002,101.349998,101.349998,12667500
2/9/18,102.550003,103.75,100.260002,103.089996,103.089996,12479700
2/12/18,103.93,104.639999,102.099998,103.389999,103.389999,9584700
2/13/18,102.639999,104.309998,102.400002,104.120003,104.120003,8447900
2/14/18,103.489998,104.760002,102.690002,104.599998,104.599998,7425700
2/15/18,105.360001,105.57,103.93,105.18,105.18,6494700
2/16/18,105.190002,107.349998,105.190002,106.529999,106.529999,8746400
2/20/18,106.370003,107.57,105.519997,105.980003,105.980003,6734500
2/21/18,106,106.910004,105.019997,105.050003,105.050003,6743300
2/22/18,105.309998,106.010002,104.93,105.239998,105.239998,4462200
2/23/18,105.75,107.360001,105.43,107.25,107.25,6101100
2/26/18,108,109.809998,107.669998,109.809998,109.809998,8138200
2/27/18,108,108.160004,104.849998,104.870003,104.870003,14179600
2/28/18,105.449997,105.57,103.139999,103.160004,103.160004,10760800
