Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,124.739998,126.260002,124.099998,125.720001,125.501503,11169700
2/2/18,123.720001,123.720001,120.699997,120.910004,120.699867,13937700
2/5/18,118.699997,121.129997,115.010002,116.269997,116.067924,16623900
2/6/18,115.199997,120.300003,113.25,119.970001,119.761497,19053300
2/7/18,120.089996,122.459999,119.209999,119.650002,119.442055,9294000
2/8/18,119.529999,119.82,113.540001,113.860001,113.662117,12673400
2/9/18,114.550003,117.209999,111.019997,116.32,116.117844,17695500
2/12/18,117.790001,118.839996,116.879997,118.470001,118.264107,11526300
2/13/18,117.849998,118.800003,117.129997,118.349998,118.14431,7803900
2/14/18,117.620003,120.949997,117.5,120.830002,120.620003,9206400
2/15/18,121.699997,122.309998,119.970001,122.279999,122.279999,6921300
2/16/18,121.629997,122.989998,121.57,121.849998,121.849998,6371400
2/20/18,121.349998,123.050003,121.019997,122.010002,122.010002,6182800
2/21/18,122.050003,122.830002,120.410004,120.43,120.43,7676100
2/22/18,120.669998,121.379997,119.620003,120.379997,120.379997,4994000
2/23/18,121.57,122.959999,121.220001,122.93,122.93,5036900
2/26/18,123.580002,124.599998,123.32,124.589996,124.589996,6270500
2/27/18,124.699997,125.300003,123.349998,123.370003,123.370003,7287200
2/28/18,123.650002,124.980003,122.879997,122.940002,122.940002,6780900
