Date,Open,High,Low,Close,Adj Close,Volume
2/1/18,41.09,42.110001,40.669998,41.700001,41.700001,26148500
2/2/18,41.5,41.950001,40.869999,40.93,40.93,27224200
2/5/18,40.869999,41.41,38.720001,38.779999,38.779999,52399600
2/6/18,38.330002,40.310001,37.349998,40.169998,40.169998,55171600
2/7/18,40.310001,41.209999,40.029999,40.34,40.34,32690800
2/8/18,40.439999,40.759998,38.720001,38.77,38.77,42982100
2/9/18,39,39.919998,38.23,39.529999,39.529999,51304200
2/12/18,40.52,40.91,40.23,40.599998,40.599998,38210700
2/13/18,40.5,41.310001,40.220001,41.23,41.23,30999100
2/14/18,41.040001,42.259998,40.990002,42.09,42.09,43835900
2/15/18,45.07,45.130001,43.259998,44.080002,44.080002,72267500
2/16/18,43.889999,45.09,43.790001,44.330002,44.330002,39267500
2/20/18,44,44.689999,43.810001,44.060001,44.060001,29006900
2/21/18,44.110001,44.419998,43.279999,43.310001,43.310001,28499200
2/22/18,43.490002,43.560001,42.75,42.939999,42.939999,25887600
2/23/18,43.369999,44.040001,42.919998,44,44,25781400
2/26/18,44.299999,45.450001,44.130001,45.360001,45.360001,27771100
2/27/18,45.41,45.610001,44.619999,45.040001,45.040001,27419300
2/28/18,45.27,45.889999,44.779999,44.779999,44.779999,26885200
